ts,rx_id,env,dist_m,tx_level,rssi_mean,adv_rate,source,exp_adv,packet_success,packet_loss_proxy,rssi_norm,qos_score,optimal_level,energy_opt
11926,rx01,indoor_open,5,L0,-91.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.12121212121212122,0.17636363636363633,L2,0.6
11927,rx01,indoor_open,5,L0,-92.0,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.09090909090909091,0.21393939393939393,L2,0.6
11928,rx01,indoor_open,5,L0,-89.00001,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.1818178787878787,0.10121203030303028,L2,0.6
11929,rx01,indoor_open,5,L0,-91.42858,7,summary_indoor_open_3m_L0.csv,15.0,0.4666666666666667,0.5333333333333333,0.10822484848484859,0.35913412121212124,L2,0.6
11930,rx01,indoor_open,5,L0,-90.33334,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.14141393939393918,0.18242418181818174,L2,0.6
11931,rx01,indoor_open,5,L0,-90.4,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.1393939393939392,0.2751515151515151,L2,0.6
11932,rx01,indoor_open,5,L0,-92.25,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.08333333333333333,0.21166666666666664,L2,0.6
11933,rx01,indoor_open,5,L0,-89.8,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.15757575757575767,0.28060606060606064,L2,0.6
11934,rx01,indoor_open,5,L0,-90.80001,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.12727242424242424,0.27151506060606057,L2,0.6
11935,rx01,indoor_open,5,L0,-91.50001,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.10606030303030294,0.1251514242424242,L2,0.6
11936,rx01,indoor_open,5,L0,-89.5,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.16666666666666666,0.23666666666666664,L2,0.6
11937,rx01,indoor_open,5,L0,-91.66667,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.10101000000000011,0.170303,L2,0.6
11938,rx01,indoor_open,5,L0,-91.66667,6,summary_indoor_open_3m_L0.csv,15.0,0.4,0.6,0.10101000000000011,0.310303,L2,0.6
11939,rx01,indoor_open,5,L0,-92.0,7,summary_indoor_open_3m_L0.csv,15.0,0.4666666666666667,0.5333333333333333,0.09090909090909091,0.35393939393939394,L2,0.6
11940,rx01,indoor_open,5,L0,-93.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.06060606060606061,0.15818181818181817,L2,0.6
11942,rx01,indoor_open,5,L0,-93.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.06060606060606061,0.11151515151515151,L2,0.6
11943,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11944,rx01,indoor_open,5,L0,-92.66666,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.07070727272727294,0.16121218181818187,L2,0.6
11945,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11946,rx01,indoor_open,5,L0,-90.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.15151515151515152,0.09212121212121212,L2,0.6
11947,rx01,indoor_open,5,L0,-90.5,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.13636363636363635,0.22757575757575754,L2,0.6
11948,rx01,indoor_open,5,L0,-91.50001,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.10606030303030294,0.21848475757575753,L2,0.6
11949,rx01,indoor_open,5,L0,-89.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.16666666666666666,0.1433333333333333,L2,0.6
11950,rx01,indoor_open,5,L0,-88.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.19696969696969696,0.1524242424242424,L2,0.6
11951,rx01,indoor_open,5,L0,-89.00001,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.1818178787878787,0.10121203030303028,L2,0.6
11952,rx01,indoor_open,5,L0,-90.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.15151515151515152,0.18545454545454543,L2,0.6
11953,rx01,indoor_open,5,L0,-89.75,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.1590909090909091,0.23439393939393938,L2,0.6
11954,rx01,indoor_open,5,L0,-90.0,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.15151515151515152,0.23212121212121212,L2,0.6
11955,rx01,indoor_open,5,L0,-90.4,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.1393939393939392,0.2751515151515151,L2,0.6
11956,rx01,indoor_open,5,L0,-91.50001,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.10606030303030294,0.1251514242424242,L2,0.6
11957,rx01,indoor_open,5,L0,-92.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.09090909090909091,0.16727272727272727,L2,0.6
11958,rx01,indoor_open,5,L0,-90.25001,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.14393909090909082,0.22984839393939388,L2,0.6
11959,rx01,indoor_open,5,L0,-89.75,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.1590909090909091,0.23439393939393938,L2,0.6
11960,rx01,indoor_open,5,L0,-91.66667,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.10101000000000011,0.170303,L2,0.6
11961,rx01,indoor_open,5,L0,-91.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.12121212121212122,0.17636363636363633,L2,0.6
11962,rx01,indoor_open,5,L0,-89.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.16666666666666666,0.1433333333333333,L2,0.6
11963,rx01,indoor_open,5,L0,-93.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.06060606060606061,0.15818181818181817,L2,0.6
11964,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11965,rx01,indoor_open,5,L0,-93.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.06060606060606061,0.06484848484848485,L2,0.6
11966,rx01,indoor_open,5,L0,-92.0,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.09090909090909091,0.21393939393939393,L2,0.6
11967,rx01,indoor_open,5,L0,-91.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.12121212121212122,0.08303030303030302,L2,0.6
11968,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11969,rx01,indoor_open,5,L0,-92.0,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.09090909090909091,0.26060606060606056,L2,0.6
11970,rx01,indoor_open,5,L0,-90.80001,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.12727242424242424,0.27151506060606057,L2,0.6
11971,rx01,indoor_open,5,L0,-93.0,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.06060606060606061,0.15818181818181817,L2,0.6
11972,rx01,indoor_open,5,L0,-93.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.06060606060606061,0.11151515151515151,L2,0.6
11973,rx01,indoor_open,5,L0,-92.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.09090909090909091,0.07393939393939393,L2,0.6
11974,rx01,indoor_open,5,L0,-92.33334,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.08080787878787858,0.16424236363636355,L2,0.6
11975,rx01,indoor_open,5,L0,-92.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.07575757575757576,0.11606060606060606,L2,0.6
11976,rx01,indoor_open,5,L0,-91.33334,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.11111090909090889,0.17333327272727264,L2,0.6
11978,rx01,indoor_open,5,L0,-92.40001,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.07878757575757592,0.2569696060606061,L2,0.6
9303,rx01,indoor_open,3,L1,-67.0,2,summary_indoor_open_3m_L1.csv,21.9,0.09132420091324202,0.908675799086758,0.8484848484848485,0.3184723951847239,L2,0.6
9304,rx01,indoor_open,3,L1,-67.0,17,summary_indoor_open_3m_L1.csv,21.9,0.7762557077625571,0.22374429223744285,0.8484848484848485,0.7979244499792445,L0,0.2
9305,rx01,indoor_open,3,L1,-68.3913,23,summary_indoor_open_3m_L1.csv,21.9,1.0,0.0,0.8063242424242424,0.9418972727272726,L0,0.2
9306,rx01,indoor_open,3,L1,-68.875,8,summary_indoor_open_3m_L1.csv,21.9,0.36529680365296807,0.634703196347032,0.7916666666666666,0.4932077625570776,L2,0.6
9312,rx01,indoor_open,3,L1,-67.44444,9,summary_indoor_open_3m_L1.csv,21.9,0.4109589041095891,0.5890410958904109,0.8350169696969697,0.5381763237858033,L2,0.6
9313,rx01,indoor_open,3,L1,-68.75,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.7954545454545454,0.7500518887505189,L0,0.2
9314,rx01,indoor_open,3,L1,-67.625,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.8295454545454546,0.7602791614777916,L0,0.2
9315,rx01,indoor_open,3,L1,-68.35,20,summary_indoor_open_3m_L1.csv,21.9,0.9132420091324202,0.08675799086757985,0.8075757575757577,0.8815421336654213,L0,0.2
9316,rx01,indoor_open,3,L1,-69.42857,7,summary_indoor_open_3m_L1.csv,21.9,0.31963470319634707,0.6803652968036529,0.7748918181818184,0.4562118376919885,L2,0.6
9322,rx01,indoor_open,3,L1,-68.18182,11,summary_indoor_open_3m_L1.csv,21.9,0.5022831050228311,0.49771689497716887,0.8126721212121212,0.595399809879618,L1,0.4
9323,rx01,indoor_open,3,L1,-67.42857,21,summary_indoor_open_3m_L1.csv,21.9,0.9589041095890412,0.041095890410958846,0.835497878787879,0.9218822403486925,L0,0.2
9324,rx01,indoor_open,3,L1,-67.625,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.8295454545454546,0.7602791614777916,L0,0.2
9325,rx01,indoor_open,3,L1,-66.94444,18,summary_indoor_open_3m_L1.csv,21.9,0.8219178082191781,0.17808219178082185,0.8501684848484848,0.83039301120797,L0,0.2
9326,rx01,indoor_open,3,L1,-68.36364,11,summary_indoor_open_3m_L1.csv,21.9,0.5022831050228311,0.49771689497716887,0.8071624242424241,0.5937469007887091,L1,0.4
9332,rx01,indoor_open,3,L1,-68.45455,11,summary_indoor_open_3m_L1.csv,21.9,0.5022831050228311,0.49771689497716887,0.8044075757575758,0.5929204462432545,L1,0.4
9333,rx01,indoor_open,3,L1,-68.81818,22,summary_indoor_open_3m_L1.csv,21.9,1.0,0.0,0.7933884848484849,0.9380165454545454,L0,0.2
9334,rx01,indoor_open,3,L1,-69.83334,18,summary_indoor_open_3m_L1.csv,21.9,0.8219178082191781,0.17808219178082185,0.7626260606060604,0.8041302839352428,L0,0.2
9335,rx01,indoor_open,3,L1,-71.07692,13,summary_indoor_open_3m_L1.csv,21.9,0.5936073059360731,0.40639269406392686,0.7249418181818181,0.6330076596097967,L1,0.4
9336,rx01,indoor_open,3,L1,-72.375,8,summary_indoor_open_3m_L1.csv,21.9,0.36529680365296807,0.634703196347032,0.6856060606060606,0.4613895807388958,L2,0.6
9342,rx01,indoor_open,3,L1,-74.18182,11,summary_indoor_open_3m_L1.csv,21.9,0.5022831050228311,0.49771689497716887,0.6308539393939393,0.5408543553341636,L2,0.6
9343,rx01,indoor_open,3,L1,-69.5,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.7727272727272727,0.743233706932337,L0,0.2
9344,rx01,indoor_open,3,L1,-68.89474,19,summary_indoor_open_3m_L1.csv,21.9,0.8675799086757991,0.13242009132420085,0.7910684848484849,0.8446264815276048,L0,0.2
9345,rx01,indoor_open,3,L1,-69.75,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.7651515151515151,0.7409609796596097,L0,0.2
9346,rx01,indoor_open,3,L1,-68.14286,7,summary_indoor_open_3m_L1.csv,21.9,0.31963470319634707,0.6803652968036529,0.8138527272727273,0.4679001104192611,L2,0.6
9352,rx01,indoor_open,3,L1,-68.6,10,summary_indoor_open_3m_L1.csv,21.9,0.4566210045662101,0.54337899543379,0.8000000000000002,0.5596347031963471,L2,0.6
9353,rx01,indoor_open,3,L1,-71.0,17,summary_indoor_open_3m_L1.csv,21.9,0.7762557077625571,0.22374429223744285,0.7272727272727273,0.7615608136156081,L0,0.2
9354,rx01,indoor_open,3,L1,-70.18182,22,summary_indoor_open_3m_L1.csv,21.9,1.0,0.0,0.7520660606060605,0.925619818181818,L0,0.2
9355,rx01,indoor_open,3,L1,-69.72222,18,summary_indoor_open_3m_L1.csv,21.9,0.8219178082191781,0.17808219178082185,0.7659933333333335,0.8051404657534247,L0,0.2
9356,rx01,indoor_open,3,L1,-69.75,8,summary_indoor_open_3m_L1.csv,21.9,0.36529680365296807,0.634703196347032,0.7651515151515151,0.4852532171025321,L2,0.6
9362,rx01,indoor_open,3,L1,-71.0,10,summary_indoor_open_3m_L1.csv,21.9,0.4566210045662101,0.54337899543379,0.7272727272727273,0.5378165213781652,L2,0.6
9363,rx01,indoor_open,3,L1,-69.52631,19,summary_indoor_open_3m_L1.csv,21.9,0.8675799086757991,0.13242009132420085,0.7719300000000001,0.8388849360730595,L0,0.2
9364,rx01,indoor_open,3,L1,-70.05264,19,summary_indoor_open_3m_L1.csv,21.9,0.8675799086757991,0.13242009132420085,0.7559806060606061,0.8341001178912413,L0,0.2
9365,rx01,indoor_open,3,L1,-70.58824,17,summary_indoor_open_3m_L1.csv,21.9,0.7762557077625571,0.22374429223744285,0.7397503030303031,0.7653040863428809,L0,0.2
9366,rx01,indoor_open,3,L1,-72.33334,9,summary_indoor_open_3m_L1.csv,21.9,0.4109589041095891,0.5890410958904109,0.6868684848484846,0.4937317783312577,L2,0.6
9372,rx01,indoor_open,3,L1,-70.0,8,summary_indoor_open_3m_L1.csv,21.9,0.36529680365296807,0.634703196347032,0.7575757575757576,0.4829804898298049,L2,0.6
9373,rx01,indoor_open,3,L1,-72.15,20,summary_indoor_open_3m_L1.csv,21.9,0.9132420091324202,0.08675799086757985,0.6924242424242423,0.8469966791199667,L0,0.2
9374,rx01,indoor_open,3,L1,-67.625,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.8295454545454546,0.7602791614777916,L0,0.2
9375,rx01,indoor_open,3,L1,-67.875,16,summary_indoor_open_3m_L1.csv,21.9,0.7305936073059361,0.26940639269406386,0.821969696969697,0.7580064342050643,L0,0.2
9376,rx01,indoor_open,3,L1,-69.0,8,summary_indoor_open_3m_L1.csv,21.9,0.36529680365296807,0.634703196347032,0.7878787878787878,0.49207139892071394,L2,0.6
9382,rx01,indoor_open,3,L1,-68.5,10,summary_indoor_open_3m_L1.csv,21.9,0.4566210045662101,0.54337899543379,0.803030303030303,0.5605437941054379,L2,0.6
9383,rx01,indoor_open,3,L1,-69.2,15,summary_indoor_open_3m_L1.csv,21.9,0.6849315068493151,0.31506849315068486,0.7818181818181817,0.7139975093399751,L0,0.2
9384,rx01,indoor_open,3,L1,-69.19048,21,summary_indoor_open_3m_L1.csv,21.9,0.9589041095890412,0.041095890410958846,0.7821066666666668,0.9058648767123288,L0,0.2
9385,rx01,indoor_open,3,L1,-69.46154,13,summary_indoor_open_3m_L1.csv,21.9,0.5936073059360731,0.40639269406392686,0.7738927272727273,0.6476929323370694,L1,0.4
9386,rx01,indoor_open,3,L1,-70.77778,9,summary_indoor_open_3m_L1.csv,21.9,0.4109589041095891,0.5890410958904109,0.7340066666666665,0.5078732328767123,L2,0.6
9460,rx01,indoor_open,3,L2,-72.25,8,summary_indoor_open_3m_L2.csv,21.9,0.36529680365296807,0.634703196347032,0.6893939393939394,0.4625259443752594,L2,0.6
9461,rx01,indoor_open,3,L2,-70.77273,22,summary_indoor_open_3m_L2.csv,21.9,1.0,0.0,0.7341596969696971,0.920247909090909,L0,0.2
9462,rx01,indoor_open,3,L2,-70.25,16,summary_indoor_open_3m_L2.csv,21.9,0.7305936073059361,0.26940639269406386,0.75,0.7364155251141552,L0,0.2
9463,rx01,indoor_open,3,L2,-69.23529,17,summary_indoor_open_3m_L2.csv,21.9,0.7762557077625571,0.22374429223744285,0.7807487878787877,0.7776036317974262,L0,0.2
9464,rx01,indoor_open,3,L2,-69.42857,21,summary_indoor_open_3m_L2.csv,21.9,0.9589041095890412,0.041095890410958846,0.7748918181818184,0.9037004221668743,L0,0.2
9465,rx01,indoor_open,3,L2,-68.83334,12,summary_indoor_open_3m_L2.csv,21.9,0.5479452054794521,0.45205479452054786,0.7929290909090907,0.6214403711083436,L1,0.4
9469,rx01,indoor_open,3,L2,-69.375,8,summary_indoor_open_3m_L2.csv,21.9,0.36529680365296807,0.634703196347032,0.7765151515151515,0.488662308011623,L2,0.6
9470,rx01,indoor_open,3,L2,-67.90909,22,summary_indoor_open_3m_L2.csv,21.9,1.0,0.0,0.8209366666666664,0.9462809999999999,L0,0.2
9471,rx01,indoor_open,3,L2,-68.38889,18,summary_indoor_open_3m_L2.csv,21.9,0.8219178082191781,0.17808219178082185,0.8063972727272726,0.8172616475716064,L0,0.2
9472,rx01,indoor_open,3,L2,-68.78948,19,summary_indoor_open_3m_L2.csv,21.9,0.8675799086757991,0.13242009132420085,0.7942581818181819,0.845583390618514,L0,0.2
9473,rx01,indoor_open,3,L2,-67.88888,18,summary_indoor_open_3m_L2.csv,21.9,0.8219178082191781,0.17808219178082185,0.8215490909090909,0.8218071930261519,L0,0.2
9474,rx01,indoor_open,3,L2,-68.05,20,summary_indoor_open_3m_L2.csv,21.9,0.9132420091324202,0.08675799086757985,0.8166666666666668,0.884269406392694,L0,0.2
9475,rx01,indoor_open,3,L2,-67.0,9,summary_indoor_open_3m_L2.csv,21.9,0.4109589041095891,0.5890410958904109,0.8484848484848485,0.5422166874221668,L2,0.6
9479,rx01,indoor_open,3,L2,-67.83334,6,summary_indoor_open_3m_L2.csv,21.9,0.27397260273972607,0.726027397260274,0.823232121212121,0.43875045828144454,L2,0.6
9480,rx01,indoor_open,3,L2,-67.35714,14,summary_indoor_open_3m_L2.csv,21.9,0.6392694063926941,0.36073059360730586,0.8376624242424242,0.6987873117476131,L1,0.4
